Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
#2637 ERGnomes Halloween '21 Special,Charmer,Mold,Easter bunny,Ergo $ERG,Nerd,Pig,Thug,91.51722298,a2f230f06e130f7bbcfe1cb9654129fb71de3be191c6f698565f401b58254ec1,2331
#2480 ERGnomes Halloween '21 Special,Calm,Unripe lemon,Cocker spaniel,Arcane,Nerd,Pig,Chill,91.49552461,2fed8a146e581b3ed3e8955c52a81846ecd5db3834118be2bc493ef0d3f8fa84,2332
#2374 ERGnomes Halloween '21 Special,Amiable,Unripe lemon,Monkey,Black,Nerd,Clown,Monobrow,91.47766484,9f27c87b0c239b65606d2cda756c2ad1740e8a051114e369bced3a2ddda74982,2333
#2821 ERGnomes Halloween '21 Special,Fancy,Flashy Sandra,Easter bunny,Pink,Root,Carrot,Thug,91.47690971,2f1b872ff8761c792c0ebd9200bedb222d310b3de2896d01f889fe9064ab293b,2334
#2331 ERGnomes Halloween '21 Special,Karen,Sad red,Pumpkin,Arcane,Root,Starfish,Annoyed,91.44873654,6a17c90f95512ba8056e705ef00002d7ac10467009edd55cbf1dee67916df163,2335
#2503 ERGnomes Halloween '21 Special,Cute,Fake gold,Pumpkin,Black,Root,Carrot,Annoyed,91.44622774,3316ab948bf9abeed107e5123c305ea7b3c65f6cc4d5fc3fc7fd52d9ebe6a8a1,2336
#2204 ERGnomes Halloween '21 Special,Calm,Flashy Sandra,Monkey,Arcane,Root,Clown,Surprised,91.37254711,4faa5307b3105fe6677ec8665b40a3a8ad7a7c9056948a3701c27972203fee87,2337
#2572 ERGnomes Halloween '21 Special,Fancy,Unripe lemon,Monkey,Dizzy,Devil,Carrot,Chill,91.27629308,4399934155aded8457291e951f61dd88bcf6d1c629ffe67c07ecc324578db5cd,2338
#2190 ERGnomes Halloween '21 Special,Charmer,Horny teen,Pumpkin,Black,Questionablestyle,Starfish,Confused,91.26453614,43e09c597fd59b623dcf5c5a9efdd7b06f8c919f8128b10a73ca8bf94a509081,2339
#2749 ERGnomes Halloween '21 Special,Karen,Horny teen,Easter bunny,Wavy,Root,Pig,Confused,91.26426713,3c1983bc7a3f60858c6339bad991f03b5bd2027a9e4137407dcdb21f8a0f4054,2340
#2453 ERGnomes Halloween '21 Special,Queen,Horny teen,Pumpkin,Black,Nerd,Eggplant,Worried,91.25929177,e906ede6be513b31b194841936bbbfa185bf89fc276fbd236055481d52011728,2341
#2726 ERGnomes Halloween '21 Special,Amiable,Flashy Sandra,Pumpkin,Baby,Root,Carrot,Worried,91.24999336,0feb1e03c28366f0cd454cd759bcc7f4959043ba69a081ac0525db063b9e4324,2342
#2371 ERGnomes Halloween '21 Special,Amiable,Kawaii,Cocker spaniel,Drowsy,Root,Pig,Happy,91.24641037,419e96923f85ab3aada22f2624d1abea76271d74dd2c23d7dc080532c64da128,2343
#2580 ERGnomes Halloween '21 Special,Charmer,Dying pepper,Cocker spaniel,Cat,Circus,Eggplant,Chill,91.21991565,57a104c34a80785df3e95ecd24eb2b81d251f82e0386c33297506b9769d38ed3,2344
#2483 ERGnomes Halloween '21 Special,Depressed,Angry aunt,Cocker spaniel,Pink,Root,Clown,Surprised,91.2115591,80fd5b4a30f669dc536dd8a4b69dec592f65d5264b3b02bf30da42f36c044ed6,2345
#2578 ERGnomes Halloween '21 Special,Fancy,Sad red,Easter bunny,Baby,Root,Carrot,Thug,91.18791135,f2abdd238527beab50f6917144383d4c09ed1fc43a0d2b88773cdbe285678153,2346
#2253 ERGnomes Halloween '21 Special,Fancy,Unripe lemon,No ears,Dizzy,Devil,Eggplant,Annoyed,91.05288514,e6891dd20c228beeb69794e67ada16332e5dc68fb9fbbb7220a6994140986d2b,2347
#1404 ERGnomes Halloween '21 Special,Charmer,Fake gold,No ears,Black,Circus,Clown,Chill,91.04434203,9587c27bf26efdaf96e674c6426f3e098f49002ac10d8ea16c72b98a82cb2a97,2348
#2673 ERGnomes Halloween '21 Special,Charmer,Kawaii,Cocker spaniel,Pink,Nerd,Eggplant,Confused,91.03635502,1e31a76e0b38799e251280d80cc7e0bacd1bf3d405307a910cbd3fa630ecf495,2349
#2045 ERGnomes Halloween '21 Special,Calm,Dying pepper,Monkey,Baby,Questionablestyle,Toe,Annoyed,91.0056926,6b8524e552f496f1724639888c07e2021fd193b7a8e069dac51e955f555d2d2f,2350
#2569 ERGnomes Halloween '21 Special,Joyful,Kawaii,Cocker spaniel,Wavy,Root,Clown,Angry,90.98842122,7a8edba760d9b4f9d0c8faa738128fc5e2fcb3f4e1cae3d47a1bf53e76c8c6af,2351
#2297 ERGnomes Halloween '21 Special,Joyful,Fake gold,Human,Dollars $,Root,Pig,Worried,90.93084446,8a93dc4d0614c8f02084a8ae373c2ca0722c812a1a3a52dcd469525282e33fe2,2352
#1162 ERGnomes Halloween '21 Special,Karen,Dying pepper,Easter bunny,Water,Questionablestyle,Clown,Thug,90.83188177,b8560adf87f9ae6140dcd1a243beede31005297823346f448ec3c33b55ae7606,2353
#1958 ERGnomes Halloween '21 Special,Charmer,Dying pepper,Monkey,Arcane,Sherlock,Carrot,Surprised,90.82835628,5acbf8d060a814ef508d626a4d957bc83c4b5441f0e6e07c066444f251aca92d,2354
#2527 ERGnomes Halloween '21 Special,Joyful,Angry aunt,Easter bunny,Baby,Nerd,Clown,Confused,90.816418,a5d71d6c06c8383b75684052a33010375f99847022f180616038e9277fd0e400,2355
#2439 ERGnomes Halloween '21 Special,Loud,Angry aunt,Monkey,Wavy,Devil,Pig,Angry,90.81440648,93ca9f187ed4b6e356814634098cd7b6b5c4631d277e78d03dca400e5e4a880f,2356
#2140 ERGnomes Halloween '21 Special,Goodboi,Fake gold,Monkey,Ergo $ERG,Circus,Carrot,Annoyed,90.76734844,234161c9ba71ab12ed32beb5d409e7daf293b8896c5405f5a48af2272537d505,2357
#2390 ERGnomes Halloween '21 Special,Queen,Dying pepper,Pumpkin,Dollars $,Root,Pig,Surprised,90.74263907,43ae88df0baef3e5af0bffcea3a5f18e75eeade3e1700b14312f1f173e8c7381,2358
#2296 ERGnomes Halloween '21 Special,Calm,Kawaii,No ears,Ergo $ERG,Nerd,Clown,Annoyed,90.705832,a4d6809e2a035e8cff6fe06a1b65c402775296c0a44aa3f9f0462169afcb7a63,2359
#2357 ERGnomes Halloween '21 Special,Goodboi,Horny teen,Human,Water,Circus,Carrot,Thug,90.67683694,dc9f9ce681dee1b1fff4e57c5f3453ae6ba54ace47fd5f4cf5a020daee2a98b4,2360
#2492 ERGnomes Halloween '21 Special,Joyful,Fairy candy,Cocker spaniel,Black,Nerd,Eggplant,Monobrow,90.65713927,c930927e55ade892dd36e47e4bbfa4dac18ff5652f19508d01f4995405b8fd94,2361
#2376 ERGnomes Halloween '21 Special,Queen,Mold,No ears,Ergo $ERG,Root,Carrot,Annoyed,90.5876739,36a6bd386476b98620b0df2f9e7eaaf2369174ad9ede48e163e55ad4066f55c4,2362
#2559 ERGnomes Halloween '21 Special,Goodboi,Unripe lemon,No ears,Water,Circus,Eggplant,Chill,90.52265952,b270eea91676f5639aff125bbc8ab9ffb16c0a05a8a4a99419bc7c1f75eb6a7a,2363
#2550 ERGnomes Halloween '21 Special,Depressed,Horny teen,Monkey,Dizzy,Circus,Pig,Surprised,90.48339241,35bc12c80252b7ec539732f729cc2b5668d66216728c0c8117ae10d9e6dad993,2364
#2481 ERGnomes Halloween '21 Special,Goodboi,Dying pepper,Monkey,Black,Nerd,Clown,Chill,90.47215685,b79f8bbd5bf02d93781a3418ad57dcaeb069a393cf0a1355e694fd27a47cc9c8,2365
#1912 ERGnomes Halloween '21 Special,Karen,Dying pepper,Cocker spaniel,Ergo $ERG,Chicken,Carrot,Thug,90.44813639,c8916e21b924f843c343cab955f3de83831438cb1e75cdf5a5e023880806ff07,2366
#2747 ERGnomes Halloween '21 Special,Depressed,Fake gold,Easter bunny,Ergo $ERG,Devil,Eggplant,Monobrow,90.42783632,aef4ead7546932d80b0ea8cc3336d43e30ef280b98f5e607b4365c5820baa934,2367
#2583 ERGnomes Halloween '21 Special,Amiable,Dying pepper,Human,Dizzy,Devil,Clown,Happy,90.41539168,5c4850b44d04b8ed50848cc693d686555756b0026d17b2b9817ecadd182ddc75,2368
#2707 ERGnomes Halloween '21 Special,Amiable,Sad red,Cocker spaniel,Dizzy,Nerd,Eggplant,Surprised,90.32513728,b5aeda1e02b397dd294894412b33d38a79701688117a63cbb39800da6bc92e32,2369
#2696 ERGnomes Halloween '21 Special,Fancy,Kawaii,Cocker spaniel,Water,Root,Pig,Worried,90.28016708,119041a716d4a3c1a976d834ff700e892caca47cd90387b8719ec444ffc652a4,2370
#2627 ERGnomes Halloween '21 Special,Depressed,Fake gold,Monkey,Baby,Root,Pig,Happy,90.27773359,51ea0eabfadab3635cd025d06ca9c770c4239cb930024ecdfd78d80805c300d2,2371
#1888 ERGnomes Halloween '21 Special,Karen,Classic,Easter bunny,Wavy,Circus,Eggplant,Confused,90.23588859,4654416ea184425b1f3322ffb10ef6ef493b60040462602fa2e877903e48313b,2372
#2093 ERGnomes Halloween '21 Special,Amiable,Fake gold,Monkey,Drowsy,Circus,Eggplant,Chill,90.20128271,aa8607b93ba256d55a56fdfec313b7853a4783652d22335dae0fc0834a179457,2373
#2553 ERGnomes Halloween '21 Special,Fancy,Mold,No ears,Black,Devil,Pig,Chill,90.15996934,6e6bce073fee70a6547a2f20b499a64420e5889ac25d677b3a915bab2beab753,2374
#1997 ERGnomes Halloween '21 Special,Joyful,Angry aunt,Human,Ergo $ERG,Circus,Toe,Thug,90.13291652,54d92067745d379c14111f68ba4bc813afab1ddda59e07afc506996a9a71e3fc,2375
#2482 ERGnomes Halloween '21 Special,Calm,Mold,Cocker spaniel,Wavy,Circus,Pig,Annoyed,90.08245211,e66fd9774517637d21db09227bba4db32c7a5d1ce5896272a06a4acde5a6c2a5,2376
#2446 ERGnomes Halloween '21 Special,Goodboi,Unripe lemon,Cocker spaniel,Water,Root,Carrot,Worried,90.07516038,24bdd764af06b4eef62881a22249f9b74af859cea39ddd76e73a908adc819e6f,2377
#2698 ERGnomes Halloween '21 Special,Depressed,Flashy Sandra,No ears,Wavy,Nerd,Eggplant,Chill,90.03780646,854a24570762660525b27c0f5aae0fcb8d1391bfb18a174f3ff06cdda51c1237,2378
#1970 ERGnomes Halloween '21 Special,Depressed,Unripe lemon,No ears,Black,Devil,Toe,Confused,89.99242873,e14293d63a77f18bf995baf1311f9946b9ef3d47c79f82f7d102b199e769744f,2379
#2485 ERGnomes Halloween '21 Special,Amiable,Flashy Sandra,Easter bunny,Drowsy,Root,Carrot,Surprised,89.96417957,6649761dd99ebddcfb5ab1322899e1f38508be1f5c5056eca41738be0fca7f00,2380
#2421 ERGnomes Halloween '21 Special,Depressed,Fairy candy,Human,Ergo $ERG,Root,Carrot,Confused,89.91786096,ba37d555bfee3ea409a9c448e1cb2043ce62ba771ccd933065ac697bd8ae1e59,2381
#2744 ERGnomes Halloween '21 Special,Fancy,Horny teen,No ears,Baby,Root,Eggplant,Thug,89.91614218,855c62ae1408c18c92b10d2f5e3be9dda7e4797afb279a65b68117ce61573e66,2382
#2145 ERGnomes Halloween '21 Special,Amiable,Sad red,Monkey,Dizzy,Devil,Pig,Worried,89.89582511,6712c3de87ef5a267244a77d80d457fccdb78b6e7f9b1107b4892112b724be69,2383
#2360 ERGnomes Halloween '21 Special,Amiable,Mold,Pumpkin,Black,Nerd,Pig,Surprised,89.8826952,a17c5ba8e32f74f7f36ef3f97d27e05aff4de76e9aec8ff830efd1a747f2598f,2384
#2447 ERGnomes Halloween '21 Special,Loud,Sad red,Cocker spaniel,Water,Devil,Carrot,Chill,89.79088021,f7fefb9c75979f4322c2c55b75e872d230577d5143f1131e98288767d404dc49,2385
#2834 ERGnomes Halloween '21 Special,Depressed,Flashy Sandra,Monkey,Baby,Root,Pig,Confused,89.78298372,464c654fdceed8ed6e91a75e33b7214c532b0b9789943b540bf4cd535805780d,2386
#2080 ERGnomes Halloween '21 Special,Goodboi,Dying pepper,Monkey,Wavy,Circus,Carrot,Monobrow,89.76936548,b3e3e9abc299cbece7d5e872464f2bddc3cffd5a31799394ca5452ab12aae7ae,2387
#2636 ERGnomes Halloween '21 Special,Amiable,Sad red,Easter bunny,Wavy,Nerd,Eggplant,Confused,89.75457167,af4c4afe8e39e76ee7208045e972c458f52b1a9ce8c106d7833a556dbddeafe4,2388
#2659 ERGnomes Halloween '21 Special,Karen,Kawaii,Monkey,Pink,Root,Pig,Happy,89.68130376,5bf72252eb8b06f4fa6b7c6b3ccd08761392a0505870edde1e114906af7e8642,2389
#2688 ERGnomes Halloween '21 Special,Charmer,Fake gold,Easter bunny,Pink,Nerd,Carrot,Happy,89.66886257,86ea4d5a818ed856680be6724e384d296d5e8ff4f143577f0f18227a0f662ba3,2390
#2420 ERGnomes Halloween '21 Special,Cute,Classic,Pumpkin,Pink,Devil,Pig,Worried,89.63294511,d7528818c2391e794ab4e7dcda13a26da9505c449895f98922e460454ec0284e,2391
#2469 ERGnomes Halloween '21 Special,Goodboi,Fairy candy,No ears,Black,Root,Pig,Angry,89.6186018,cacada81d3461663c7549305c574cfcae13544fd3327768e29acd39f3d00c624,2392
#2445 ERGnomes Halloween '21 Special,Depressed,Angry aunt,Cocker spaniel,Pink,Devil,Carrot,Happy,89.60698931,d6f27041e13fa51c59a65859990b38c991b53449777801587593defaf0c108d8,2393
#2705 ERGnomes Halloween '21 Special,Fancy,Sad red,Easter bunny,Black,Nerd,Eggplant,Surprised,89.59495306,72dc2ade7dece38712d1238ada7f76fafe3f5336bb8c2649ecfb8ed151e1663b,2394
#2758 ERGnomes Halloween '21 Special,Calm,Horny teen,Easter bunny,Dizzy,Devil,Eggplant,Confused,89.54547143,c1e0cfeeaf73d64497ef71f418e130e5bf39dde311d1c62d9946724c87bf10b0,2395
#2716 ERGnomes Halloween '21 Special,Amiable,Horny teen,Easter bunny,Pink,Devil,Pig,Chill,89.53068968,a9cf6cbd0194d4f81d3950364dff5eda421c2c26b142dc58d73f4fbbcf43226d,2396
#2519 ERGnomes Halloween '21 Special,Joyful,Mold,Easter bunny,Black,Devil,Carrot,Confused,89.46700929,748cf771602410bf1b69917cb4ae2ec9b351f5b064a9b97a6b3147f7be91b96c,2397
#2586 ERGnomes Halloween '21 Special,Charmer,Flashy Sandra,No ears,Wavy,Circus,Clown,Surprised,89.45488062,5703f6d24c800bbcd8527a0ae9407473a9e8b0d16f783d9b8a6e3653022cddba,2398
#2612 ERGnomes Halloween '21 Special,Depressed,Angry aunt,Cocker spaniel,Pink,Devil,Eggplant,Angry,89.41951744,7a21e1e68da6ff4cbf3027d3637e946d4c7cb9f56c5b57932a5fc83d97cabc39,2399
#1972 ERGnomes Halloween '21 Special,Amiable,Angry aunt,Easter bunny,Ergo $ERG,Devil,Eggplant,Chill,89.41458456,b0a2702a35503b57954f53146b845744c2d8a7dde9e8b5f12f54d2cb04888d66,2400
#2346 ERGnomes Halloween '21 Special,Joyful,Flashy Sandra,Pumpkin,Baby,Nerd,Eggplant,Angry,89.32769987,4fd91c212e8e5f01dcda00ce0599c0b77b227f1b7a2587d22ed5e6ba0b64e8b2,2401
#2715 ERGnomes Halloween '21 Special,Fancy,Angry aunt,No ears,Drowsy,Nerd,Eggplant,Confused,89.25437894,7d2e8ddd46ea88001406abc557dcd10bd1283060c7d9aba01493ff65f8dcdbe3,2402
#2843 ERGnomes Halloween '21 Special,Depressed,Unripe lemon,Monkey,Dizzy,Root,Carrot,Confused,89.23021527,51931e9709df31af1f8cfb23dda39ad0409d3247ae3c462f84b06b8c486e3b83,2403
#2349 ERGnomes Halloween '21 Special,Charmer,Kawaii,Monkey,Water,Root,Starfish,Chill,89.20328528,23811f1f50bfebe828155664a4fb64def4c5d0ab51e43ec4caff157c2f38a868,2404
#2372 ERGnomes Halloween '21 Special,Calm,Dying pepper,Monkey,Cat,Root,Carrot,Thug,89.18224334,47a4a0ce2ae85c713c4d6f7ba4362fe11233031a09a3de73dfc4369ad133bb63,2405
#2685 ERGnomes Halloween '21 Special,Queen,Kawaii,Monkey,Water,Nerd,Pig,Annoyed,89.10768179,708ef1504adb8e8e2c13770a88cfdd7bc8c45f4a8593c100ac7a24dfb4240583,2406
#2585 ERGnomes Halloween '21 Special,Fancy,Angry aunt,Cocker spaniel,Drowsy,Nerd,Carrot,Annoyed,88.95249079,35f89609b2b9a8a2249b60f11859efdb4ccdbfc6fbf06c996719b06e6c0e8800,2407
#2370 ERGnomes Halloween '21 Special,Calm,Flashy Sandra,Easter bunny,Black,Circus,Eggplant,Thug,88.91498969,d3cd41c933d4abea1d2ede96302867e51878660861b2d021258f72b44acbc3e2,2408
#2365 ERGnomes Halloween '21 Special,Joyful,Sad red,Human,Ergo $ERG,Root,Starfish,Chill,88.90524471,cd2732c08bb0157a05b8a61f82286840cec24a397186527d8dc9ee4985104768,2409
#2408 ERGnomes Halloween '21 Special,Calm,Angry aunt,Easter bunny,Wavy,Circus,Clown,Angry,88.88605055,277424f480bc0953530d029ed422f729d9c26f4c8d161a05b1a9526e0c1c4945,2410
#2602 ERGnomes Halloween '21 Special,Charmer,Horny teen,Cocker spaniel,Baby,Nerd,Pig,Worried,88.83295532,fcb8cbd047b83980efa2286dfe79d4f1fad1d30ba457fda5ce23d62fc8c7671e,2411
#2764 ERGnomes Halloween '21 Special,Karen,Dying pepper,Easter bunny,Dizzy,Root,Carrot,Thug,88.83046979,1916371124b564ae29cac6abb54646c3b957916a1597c0dc326a180adc272b10,2412
#2335 ERGnomes Halloween '21 Special,Joyful,Fake gold,No ears,Arcane,Root,Pig,Surprised,88.81546327,3553dc337487f02c11df34758e68e72ee2c37078aa53709bfb54a0bd380440b8,2413
#2617 ERGnomes Halloween '21 Special,Karen,Unripe lemon,Monkey,Drowsy,Devil,Pig,Happy,88.80370225,69d525ab9aee3c0aaf3c0bdfade4dfcc7dab37acc60d4577eecde5828f4f9329,2414
#2718 ERGnomes Halloween '21 Special,Joyful,Horny teen,Easter bunny,Dizzy,Root,Carrot,Surprised,88.57855865,6810e25476887d28b953ef38d4de31a0357b94a588e84e343b9cdd5701984b87,2415
#2654 ERGnomes Halloween '21 Special,Fancy,Flashy Sandra,No ears,Drowsy,Root,Eggplant,Angry,88.46025026,96d7decb6dec15efbffe5cea20f3f751e169aeb78b2383ba43b0a95b5212c489,2416
#2352 ERGnomes Halloween '21 Special,Depressed,Unripe lemon,Easter bunny,Water,Nerd,Pig,Worried,88.45033666,dd76dbcbea70d3ce9df04cdb9e4d613097b294be2d7aa26a9eeec1056d0d3ef1,2417
#2418 ERGnomes Halloween '21 Special,Goodboi,Angry aunt,No ears,Pink,Nerd,Pig,Surprised,88.44072828,163654e8e61ec6144bf6b2fd2cd88a4ba657dd065b8ccd54874fd1566ccdc854,2418
#2736 ERGnomes Halloween '21 Special,Karen,Dying pepper,Easter bunny,Baby,Root,Carrot,Thug,88.43831293,26dbf65b9fd84c0fc328f9e311dd4a6053f2d0e22301f572a54f982082a2d31b,2419
#2539 ERGnomes Halloween '21 Special,Fancy,Sad red,Human,Black,Devil,Eggplant,Monobrow,88.38898704,958eb196c32817b9d2ee4ab64410ada2f130a5bade36d0ef3587052778b8a88e,2420
#2350 ERGnomes Halloween '21 Special,Calm,Angry aunt,Easter bunny,Water,Circus,Pig,Angry,88.3828544,11173b36b6d5c60e6b67387dee17435d173d3441f6f99adffc83ffaa6874d34a,2421
#2737 ERGnomes Halloween '21 Special,Fancy,Fake gold,Monkey,Black,Root,Carrot,Angry,88.33050001,b43773950557a2bbfa327e59f371f1fb7f0473f7e0f945a96dc6aac66546ff01,2422
#2206 ERGnomes Halloween '21 Special,Joyful,Horny teen,Fairy nymnph,Pink,Circus,Eggplant,Annoyed,88.27013295,ca957f7ae169534e69eee1b144f5ec521478063bd6a4cb8fd87a07b8d078cbb3,2423
#2803 ERGnomes Halloween '21 Special,Depressed,Flashy Sandra,Easter bunny,Water,Devil,Eggplant,Annoyed,88.26174359,a391314d7122ad139afacdd6354e6954bd8f435afce20b324047ef25a6458a0a,2424
#2327 ERGnomes Halloween '21 Special,Amiable,Horny teen,No ears,Ergo $ERG,Root,Carrot,Happy,88.22323651,89b13b8f40e96cd420ab41b7fce9a232dc9e5adb6a53bcdff7e8d0fac3214f84,2425
#2768 ERGnomes Halloween '21 Special,Depressed,Horny teen,No ears,Baby,Devil,Eggplant,Confused,88.19717422,45ff6f3e197a741fc841b9288703e8b45819c788b732a835f3a965ed162a4033,2426
#1765 ERGnomes Halloween '21 Special,Goodboi,Horny teen,Monkey,Ergo $ERG,Circus,Pig,Happy,88.13976617,9e3c2bc66190a14a6fdd52efb5f2ecb200dfa548eeed39c51d5351c2ead642e0,2427
#2870 ERGnomes Halloween '21 Special,Depressed,Flashy Sandra,No ears,Dizzy,Root,Pig,Angry,88.08558505,dd45eb3ad9daee619010d652729dbe662d31ba7a9bbda5919bef575cf8e1971d,2428
#2740 ERGnomes Halloween '21 Special,Karen,Unripe lemon,No ears,Wavy,Devil,Eggplant,Confused,88.04706632,777cb2f5b13245fdf6f0225b9f26a0294d0ebb15aab4074531945062c007bf66,2429
#2618 ERGnomes Halloween '21 Special,Amiable,Unripe lemon,No ears,Dizzy,Nerd,Pig,Chill,88.04602966,0d198c1bf0752263b544f83ace74f4f1fc8ac40f05264147536625fec586a5ac,2430
#2633 ERGnomes Halloween '21 Special,Amiable,Dying pepper,Easter bunny,Drowsy,Devil,Eggplant,Worried,87.99404448,4ba01c2797192cbf4425e14bc36223f54746525554fd30f72a8b1b1d8dce6d33,2431
#2262 ERGnomes Halloween '21 Special,Calm,Dying pepper,Easter bunny,Black,Nerd,Eggplant,Confused,87.96670823,557a59c71ef2016bf8ee6852f3f397687f05becef5f14e6528e27d3d233c240d,2432
#1964 ERGnomes Halloween '21 Special,Joyful,Classic,Easter bunny,Water,Root,Iron,Happy,87.96515191,6286764795e3e80d7c81158515a687428a6801721f8cdeefc733926f00333839,2433
#2164 ERGnomes Halloween '21 Special,Charmer,Classic,Fairy nymnph,Drowsy,Devil,Clown,Thug,87.95239111,b421b0b74aac9bb5aafd6c0e5f88119e81cecc544d30cbc7f0e5386aee7128ed,2434
#2761 ERGnomes Halloween '21 Special,Amiable,Fake gold,No ears,Wavy,Devil,Pig,Monobrow,87.95221657,b163382e2b2232026631510ea17b799337919dc0e486a5ebea2712557b7a013b,2435
#2776 ERGnomes Halloween '21 Special,Karen,Fake gold,Monkey,Ergo $ERG,Root,Eggplant,Worried,87.91310961,40aa480bd8e8c4772b2a57999921c26ea72fc11c2f2cf8ab4db0fb8d0951b55f,2436
#2712 ERGnomes Halloween '21 Special,Amiable,Angry aunt,Cocker spaniel,Pink,Devil,Eggplant,Annoyed,87.91118841,9ec90555902555529360a6b3f758e410937b63d0d33d8705176ddd4f397945a7,2437
#2411 ERGnomes Halloween '21 Special,Queen,Horny teen,No ears,Ergo $ERG,Circus,Eggplant,Confused,87.9085704,a56e7610fc6e440674c2c32fb5e0c4a44b9ce80a0ff02c680039557d69e6338e,2438
#2766 ERGnomes Halloween '21 Special,Amiable,Fake gold,Easter bunny,Ergo $ERG,Root,Eggplant,Happy,87.90627575,67cdb93befe4fb20a05317149b64900d8c613953b4e565c707dc3b90407e4f8a,2439
#2428 ERGnomes Halloween '21 Special,Fancy,Classic,Monkey,Black,Nerd,Clown,Thug,87.9002826,925eda2ab2bc4ec25cee0214ca2cb985dfdadffb4112a9875755a10515102f87,2440
#2299 ERGnomes Halloween '21 Special,Goodboi,Classic,Easter bunny,Drowsy,Devil,Eggplant,Surprised,87.85341077,ca0d1d485757c2f5bc87eeab0d9154970d27b9a3572b4e90cff0dcb2a90998d2,2441
#2530 ERGnomes Halloween '21 Special,Depressed,Kawaii,Easter bunny,Water,Devil,Pig,Angry,87.77829581,ba36cbc2b1a5dc29eb0bb3223853f673812d832cd543f2bc7e622a8d907d60d4,2442
#2557 ERGnomes Halloween '21 Special,Joyful,Classic,Human,Cat,Root,Clown,Happy,87.75532787,28bd003de3250aa181de1401424318b51d2bde88f1af78df780d28dff974808c,2443
#1987 ERGnomes Halloween '21 Special,Calm,Sad red,Human,Wavy,Circus,Starfish,Confused,87.7383861,5b943e84c9edb063709e644ea0effbf72b89eb0f874e591103d223cc62c1ed76,2444
#2210 ERGnomes Halloween '21 Special,Calm,Kawaii,Fairy nymnph,Water,Devil,Carrot,Confused,87.69398023,ffae39e52d0f94658e1f8680eb8ad47ad30fda7c2482a589bf4471cb358d4d3a,2445
#2540 ERGnomes Halloween '21 Special,Karen,Fake gold,No ears,Drowsy,Devil,Eggplant,Angry,87.67232528,f9e01fded5a69141d431947ea3cf91c87f41c1c4ad6157fa5de8d18cd3d8126a,2446
#2671 ERGnomes Halloween '21 Special,Queen,Kawaii,No ears,Water,Nerd,Pig,Monobrow,87.62486501,9ce8905251960f351a7341a6beb43ba6d598714674a373889f9b03c554c45fee,2447
#2710 ERGnomes Halloween '21 Special,Amiable,Angry aunt,Pumpkin,Baby,Devil,Carrot,Angry,87.57545496,a693e0d4e903d09789458660e46133cc496e4f05f1b909533e7f12cec6732c50,2448
#2827 ERGnomes Halloween '21 Special,Fancy,Unripe lemon,Pumpkin,Drowsy,Root,Carrot,Chill,87.54102712,f286cd40fc6a0f3ab8e3c1fbe5cc58f20976726bc681bf7ffd4f8686716dc7b2,2449
#2400 ERGnomes Halloween '21 Special,Amiable,Dying pepper,Cocker spaniel,Baby,Devil,Clown,Annoyed,87.53252123,800ffc69871cb0770f0fa611c3319913a8bd95a4b24f0c1686532168893826d4,2450
#2329 ERGnomes Halloween '21 Special,Charmer,Kawaii,Pumpkin,Wavy,Devil,Carrot,Confused,87.5246998,be07bc1421da4f76423e3a6e65809ffab1b680f99146d47ce4e5aef0722ecbbc,2451
#2869 ERGnomes Halloween '21 Special,Fancy,Flashy Sandra,No ears,Drowsy,Devil,Pig,Thug,87.49194592,a03aeba0b7fcb81f4c79648366274bb9ee8e3d1fb8e97d1372d72dd46c28ad87,2452
#2270 ERGnomes Halloween '21 Special,Joyful,Fake gold,Monkey,Ergo $ERG,Nerd,Eggplant,Worried,87.48815217,4602a427b862752687fd59e4f606781194c9ca452207141e0ebe6415fa5b525b,2453
#2127 ERGnomes Halloween '21 Special,Karen,Dying pepper,No ears,Dizzy,Root,Clown,Worried,87.47099425,20ff8ab9349ad044e7a4afd0eeb561819c0feccf1c7131cce2160ecff80a4d68,2454
#1802 ERGnomes Halloween '21 Special,Depressed,Dying pepper,Cocker spaniel,Pink,Devil,Eggplant,Worried,87.45764601,a7b8233a8079c3821b9856fc8df3ce9276b04ad03796a2e697dcee3a47ba9d14,2455
#2829 ERGnomes Halloween '21 Special,Fancy,Unripe lemon,Pumpkin,Black,Devil,Carrot,Worried,87.45737436,ab8f4b17a321f375b16d7a828df2b2e71c62007bf754b0a4e4c0ac1e8e0ca0fb,2456
#2301 ERGnomes Halloween '21 Special,Goodboi,Dying pepper,Human,Drowsy,Nerd,Pig,Thug,87.44807032,8f3aad3492d9c6428d422e0d2ea5d92b013a491a2da27c6dbfba126f47a486b3,2457
#1941 ERGnomes Halloween '21 Special,Queen,Dying pepper,Easter bunny,Wavy,Root,Carrot,Confused,87.40530987,a3705b8e43e89bb033f90bbeac525ed37cbbca210fea1c1b622be75a9247a926,2458
#2402 ERGnomes Halloween '21 Special,Joyful,Dying pepper,Easter bunny,Cat,Devil,Pig,Worried,87.31036921,954f7333e0f56bfcec1e9b77e0fa5a27175ec8cfb7f1b7d092523eb4fdd237fd,2459
